votes,user_link,tier,notebook_name,num_visualizations,num_datafiles,time_published,relative_time_published,tags,language,num_comments,notebook_link
0,https://kaggle.com/stanhamster,contributor,kernel7457cf1f41,0,0,Fri Mar 27 2020 08:06:26 GMT-0400 (Eastern Daylight Time),3d ago,[],Python,0,https://kaggle.com/stanhamster/kernel7457cf1f41
0,https://kaggle.com/shivampanchal,contributor,Coronavirus (CoVid19) - Exploratory Analysis,33,0,Fri Mar 27 2020 06:07:35 GMT-0400 (Eastern Daylight Time),4d ago,[],Python,0,https://kaggle.com/shivampanchal/coronavirus-covid19-exploratory-analysis
0,https://kaggle.com/edrushton,expert,CORD-19: interactive search tool,0,0,Fri Mar 27 2020 04:57:48 GMT-0400 (Eastern Daylight Time),4d ago,[],Python,0,https://kaggle.com/edrushton/cord-19-interactive-search-tool
0,https://kaggle.com/dskswu,expert,Topic Modeling BERT+LDA ,22,1,Thu Mar 26 2020 12:22:27 GMT-0400 (Eastern Daylight Time),4d ago,[],Python,0,https://kaggle.com/dskswu/topic-modeling-bert-lda
0,https://kaggle.com/pranjalya,novice,[CORD-19] Embeddings 📙 from abstracts (Notebook),0,0,Thu Mar 26 2020 03:10:31 GMT-0400 (Eastern Daylight Time),5d ago,[],Python,0,https://kaggle.com/pranjalya/cord-19-embeddings-from-abstracts-notebook
0,https://kaggle.com/thebooort,contributor,COVID19 exploration and paper recommendation,5,1,Wed Mar 25 2020 18:11:33 GMT-0400 (Eastern Daylight Time),5d ago,[],Python,0,https://kaggle.com/thebooort/covid19-exploration-and-paper-recommendation
0,https://kaggle.com/manishajain,novice,wordcloud,0,0,Wed Mar 25 2020 07:47:06 GMT-0400 (Eastern Daylight Time),5d ago,[],Python,0,https://kaggle.com/manishajain/wordcloud
0,https://kaggle.com/deeshantk,novice,kernel6aeadef153,1,0,Wed Mar 25 2020 07:07:49 GMT-0400 (Eastern Daylight Time),5d ago,[],Python,0,https://kaggle.com/deeshantk/kernel6aeadef153
0,https://kaggle.com/ashwininadupuri,novice,kernel666a075559,0,0,Wed Mar 25 2020 00:04:25 GMT-0400 (Eastern Daylight Time),6d ago,[],Python,0,https://kaggle.com/ashwininadupuri/kernel666a075559
0,https://kaggle.com/davidbetancur8,novice,risk factors word cloud,1,0,Mon Mar 23 2020 15:22:42 GMT-0400 (Eastern Daylight Time),7d ago,[],Python,0,https://kaggle.com/davidbetancur8/risk-factors-word-cloud
0,https://kaggle.com/vaccine24,novice,kernel162450d46d,0,0,Mon Mar 23 2020 07:30:42 GMT-0400 (Eastern Daylight Time),7d ago,[],Python,0,https://kaggle.com/vaccine24/kernel162450d46d
0,https://kaggle.com/umar47,contributor,COVID-19: Clustering  ,0,0,Mon Mar 23 2020 05:32:35 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,0,https://kaggle.com/umar47/covid-19-clustering
0,https://kaggle.com/nerdyaditya,novice,[CORD-19] Parse Data to Flat Format ,0,1,Mon Mar 23 2020 03:17:47 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,0,https://kaggle.com/nerdyaditya/cord-19-parse-data-to-flat-format
0,https://kaggle.com/verasativa,novice,kernel6f28923430,0,0,Sun Mar 22 2020 20:28:03 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,0,https://kaggle.com/verasativa/kernel6f28923430
0,https://kaggle.com/lalitapatel,novice,Papers on Transmission and Incubation,0,1,Sun Mar 22 2020 20:00:53 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,0,https://kaggle.com/lalitapatel/papers-on-transmission-and-incubation
0,https://kaggle.com/lalitapatel,novice,Papers on Risk Factors,0,1,Sun Mar 22 2020 20:00:07 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,0,https://kaggle.com/lalitapatel/papers-on-risk-factors
0,https://kaggle.com/suchivijay,novice,kernel35d406586c,1,0,Sun Mar 22 2020 18:19:27 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,0,https://kaggle.com/suchivijay/kernel35d406586c
0,https://kaggle.com/joseantoniomanuel,novice,COVID-19 Graph Clustering,3,0,Sun Mar 22 2020 07:03:57 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,0,https://kaggle.com/joseantoniomanuel/covid-19-graph-clustering
0,https://kaggle.com/manasindia,novice,COVID-19 Drug and chemical mentions,0,0,Sat Mar 21 2020 07:14:11 GMT-0400 (Eastern Daylight Time),9d ago,[],Python,0,https://kaggle.com/manasindia/covid-19-drug-and-chemical-mentions
0,https://kaggle.com/washingtongold,novice,BM25 Index Search,0,0,Thu Mar 19 2020 17:18:52 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,0,https://kaggle.com/washingtongold/bm25-index-search
0,https://kaggle.com/aurelepo,novice,CORD-19 Solution Toolbox,0,0,Thu Mar 19 2020 12:38:23 GMT-0400 (Eastern Daylight Time),11d ago,[],R,1,https://kaggle.com/aurelepo/cord-19-solution-toolbox
0,https://kaggle.com/adriensas,novice,TFIDF sklearn model,0,0,Thu Mar 19 2020 12:32:38 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,0,https://kaggle.com/adriensas/tfidf-sklearn-model
0,https://kaggle.com/shacharosn,novice,I - COVID19-NLP-Data-Parsing_Animals,0,0,Thu Mar 19 2020 09:28:37 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,0,https://kaggle.com/shacharosn/i-covid19-nlp-data-parsing-animals
0,https://kaggle.com/joseantoniomanuel,novice,Covid19_JAM,0,0,Wed Mar 18 2020 16:39:26 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,0,https://kaggle.com/joseantoniomanuel/covid19-jam
0,https://kaggle.com/alejandrocelis,novice,CORD-19-research-challenge,0,0,Mon Mar 30 2020 18:53:11 GMT-0400 (Eastern Daylight Time),11m ago,[],Python,0,https://kaggle.com/alejandrocelis/cord-19-research-challenge
0,https://kaggle.com/nmonath,novice,Knowledge Discovery from Full-Text Research Papers,0,0,Mon Mar 30 2020 18:36:11 GMT-0400 (Eastern Daylight Time),28m ago,[],Python,0,https://kaggle.com/nmonath/knowledge-discovery-from-full-text-research-papers
0,https://kaggle.com/morningkaren,novice,CORD-19_karen,0,0,Mon Mar 30 2020 18:17:49 GMT-0400 (Eastern Daylight Time),1h ago,[],Python,0,https://kaggle.com/morningkaren/cord-19-karen
0,https://kaggle.com/candyke,novice,CORD-19 Named Entities - Searching Therapeutics,0,0,Mon Mar 30 2020 15:00:43 GMT-0400 (Eastern Daylight Time),4h ago,[],Python,0,https://kaggle.com/candyke/cord-19-named-entities-searching-therapeutics
0,https://kaggle.com/mikehoney,novice,Clean Metadata file,0,1,Sun Mar 29 2020 17:46:06 GMT-0400 (Eastern Daylight Time),1d ago,[],Python,0,https://kaggle.com/mikehoney/clean-metadata-file
0,https://kaggle.com/yuanso,contributor,COVID-19  NLP Research on R0,0,0,Sun Mar 29 2020 07:31:46 GMT-0400 (Eastern Daylight Time),1d ago,[],Python,0,https://kaggle.com/yuanso/covid-19-nlp-research-on-r0
0,https://kaggle.com/mlconsult,contributor,chloroquine COVID-19,0,0,Sat Mar 28 2020 13:35:45 GMT-0400 (Eastern Daylight Time),2d ago,[],Python,0,https://kaggle.com/mlconsult/chloroquine-covid-19
0,https://kaggle.com/mlconsult,contributor,Incubation Question (query) design,0,0,Sat Mar 28 2020 10:58:53 GMT-0400 (Eastern Daylight Time),2d ago,[],Python,0,https://kaggle.com/mlconsult/incubation-question-query-design
0,https://kaggle.com/mlconsult,contributor,Virus Variations,0,0,Sat Mar 28 2020 13:06:10 GMT-0400 (Eastern Daylight Time),2d ago,[],Python,0,https://kaggle.com/mlconsult/virus-variations
0,https://kaggle.com/mlconsult,contributor,surface persistence,0,0,Sat Mar 28 2020 13:21:15 GMT-0400 (Eastern Daylight Time),2d ago,[],Python,1,https://kaggle.com/mlconsult/surface-persistence
0,https://kaggle.com/zeeshankeerio,novice,COVID-19 Pandemic in Pakistan and Other ,10,0,Fri Mar 27 2020 16:17:22 GMT-0400 (Eastern Daylight Time),3d ago,[],Python,0,https://kaggle.com/zeeshankeerio/covid-19-pandemic-in-pakistan-and-other
0,https://kaggle.com/darpan2896,novice,Covid-19,0,0,Mon Mar 30 2020 17:04:24 GMT-0400 (Eastern Daylight Time),2h ago,[],Python,0,https://kaggle.com/darpan2896/covid-19
0,https://kaggle.com/slander,novice,covid_add_sjr_if_to_metadata,0,1,Tue Mar 24 2020 18:58:17 GMT-0400 (Eastern Daylight Time),6d ago,[],Python,0,https://kaggle.com/slander/covid-add-sjr-if-to-metadata
0,https://kaggle.com/chahinezounoughi,novice,COVID-19 (Task 10) ,0,1,Tue Mar 24 2020 16:38:50 GMT-0400 (Eastern Daylight Time),6d ago,[],Python,0,https://kaggle.com/chahinezounoughi/covid-19-task-10
0,https://kaggle.com/chahinezounoughi,novice,Task 02: CORD-19 Challenge (COVID-19),0,1,Tue Mar 24 2020 12:37:06 GMT-0400 (Eastern Daylight Time),6d ago,[],Python,0,https://kaggle.com/chahinezounoughi/task-02-cord-19-challenge-covid-19
0,https://kaggle.com/processor,novice,COVID-19 Unsupervised Literature Understanding,0,0,Mon Mar 23 2020 05:20:04 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,0,https://kaggle.com/processor/covid-19-unsupervised-literature-understanding
0,https://kaggle.com/selfflow,novice,COVID-19 Dataset : Insights,0,0,Sat Mar 21 2020 11:19:44 GMT-0400 (Eastern Daylight Time),9d ago,[],Python,0,https://kaggle.com/selfflow/covid-19-dataset-insights
0,https://kaggle.com/pranjalya,novice,Similarity between docs (20/3 update),0,1,Sat Mar 21 2020 10:34:47 GMT-0400 (Eastern Daylight Time),9d ago,[],Python,0,https://kaggle.com/pranjalya/similarity-between-docs-20-3-update
0,https://kaggle.com/tchainzzz,novice,Query2Vec: Creating Query-Context Embeddings,0,0,Fri Mar 20 2020 20:03:04 GMT-0400 (Eastern Daylight Time),10d ago,[],Python,0,https://kaggle.com/tchainzzz/query2vec-creating-query-context-embeddings
0,https://kaggle.com/ramonrw,novice,CORD-19 Competition - Final Submission,0,0,Sun Mar 22 2020 11:36:41 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,0,https://kaggle.com/ramonrw/cord-19-competition-final-submission
0,https://kaggle.com/kendelsignore,novice,kernel41a29f6692,0,0,Fri Mar 20 2020 11:45:11 GMT-0400 (Eastern Daylight Time),10d ago,[],Python,0,https://kaggle.com/kendelsignore/kernel41a29f6692
0,https://kaggle.com/sudhendu,contributor,COVID-19 Literature Clustering,6,0,Fri Mar 20 2020 03:05:45 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,0,https://kaggle.com/sudhendu/covid-19-literature-clustering
0,https://kaggle.com/anand795,novice,COVID-19 Challenge Notebook,0,0,Thu Mar 19 2020 04:39:02 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,0,https://kaggle.com/anand795/covid-19-challenge-notebook
0,https://kaggle.com/srulikbd,novice,SciBERT+sentence similarity,0,0,Thu Mar 19 2020 04:48:42 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,0,https://kaggle.com/srulikbd/scibert-sentence-similarity
0,https://kaggle.com/sudhendu,contributor,CORD-19 Search articles with Doc2Vec,0,0,Wed Mar 18 2020 13:34:21 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,0,https://kaggle.com/sudhendu/cord-19-search-articles-with-doc2vec
0,https://kaggle.com/mobasshir,contributor,Creating a Good Analytics Report,0,0,Mon Mar 30 2020 08:59:56 GMT-0400 (Eastern Daylight Time),10h ago,[],Python,0,https://kaggle.com/mobasshir/creating-a-good-analytics-report
0,https://kaggle.com/skblaz,novice,CORVID interactive,0,0,Thu Mar 19 2020 09:44:08 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,0,https://kaggle.com/skblaz/corvid-interactive
0,https://kaggle.com/jajsmith,novice,cord-19-LDA,0,1,Sat Mar 21 2020 00:12:44 GMT-0400 (Eastern Daylight Time),10d ago,[],Python,0,https://kaggle.com/jajsmith/cord-19-lda
