name,views,char_length,packages
draft,40,251,"['random', 'math', 'time', 'string', 'nltk', 'sklearn.linear_model.LinearRegression', 'sklearn.linear_model.BayesianRidge', 'sklearn.model_selection.RandomizedSearchCV', 'sklearn.model_selection.train_test_split', 'sklearn.svm.SVR', 'sklearn.metrics.mean_squared_error', 'sklearn.metrics.mean_absolute_error', 'datetime', 'operator', 'sklearn.feature_extraction.text.CountVectorizer', 'sklearn.metrics.pairwise.cosine_similarity', 'nltk.stem.WordNetLemmatizer', 'nltk.stem.PorterStemmer', 'nltk.tokenize.word_tokenize', 'sklearn.cluster.DBSCAN', 'nltk.corpus.stopwords', 'collections.Counter', 'matplotlib.pyplot', 'tensorflow_hub', 'tensorflow', 'pyLDAvis.gensim', 'tqdm.tqdm', 'seaborn', 'pandas', 'numpy', 'pyLDAvis', 'gensim', 'spacy', 'json', 'plotly.express', 'pprint.pprint', 'copy.deepcopy', 'tqdm.notebook.tqdm', 'collections.defaultdict', 'plotly.tools', 'plotly.offline.init_notebook_mode', 'plotly.offline.iplot', 'plotly.graph_objs', 'plotly.figure_factory', 'pyLDAvis.sklearn', 'pylab.bone', 'pylab.pcolor', 'pylab.colorbar', 'pylab.plot', 'pylab.show', 'pylab.rcParams', 'pylab.savefig', 'textstat', 'matplotlib.colors', 'spacy.lang.en.stop_words.STOP_WORDS', 'spacy.lang.en.English', 'sklearn.feature_extraction.text.TfidfVectorizer', 'sklearn.decomposition.NMF', 'sklearn.decomposition.LatentDirichletAllocation', 'sklearn.decomposition.TruncatedSVD', 'statistics.*', 'concurrent.futures', 'geopandas', 'warnings', 'os', 'wordcloud.WordCloud', 'wordcloud.STOPWORDS', 'mplleaflet', 'shapely.geometry.Point', 'bokeh.plotting.figure', 'bokeh.plotting.output_notebook', 'bokeh.plotting.show', 'bokeh.tile_providers.STAMEN_TONER', 'bokeh.plotting.ColumnDataSource', 'datashader', 'datashader.colors.viridis', 'datashader.transfer_functionsastf']"
"Preprocessing NER, SRL, BERT",77,125,"['pandas', 'numpy', 'sklearn.metrics.pairwise.cosine_similarity', 'spacy', 'scispacy', 'scispacy.abbreviation.AbbreviationDetector', 'spacy.displacy', 'tqdm.notebook.tqdm', 'transformers.AutoTokenizer', 'transformers.AutoModel', 'torch', 'allennlp.predictors.predictor.Predictor', 'collections.Counter']"
COVID-19 (Task 09),48,1419,"['pandas', 'glob', 'ast', 'nltk.stem.WordNetLemmatizer', 'nltk.corpus.wordnet', 'dateutil.parser']"
COVID-19 (Task 08),59,2281,"['pandas', 'glob', 'ast', 'nltk.stem.WordNetLemmatizer', 'nltk.corpus.wordnet', 'dateutil.parser']"
COVID-19 (Task 07),53,1478,"['pandas', 'glob', 'ast', 'nltk.stem.WordNetLemmatizer', 'nltk.corpus.wordnet', 'dateutil.parser']"
COVID-19 (Task 04),55,1642,"['pandas', 'glob', 'ast', 'nltk.stem.WordNetLemmatizer', 'nltk.corpus.wordnet', 'dateutil.parser']"
COVID-19 (Task 03),65,1590,"['pandas', 'glob', 'ast', 'nltk.stem.WordNetLemmatizer', 'nltk.corpus.wordnet', 'dateutil.parser']"
nCOVID-19 Therapeutics,187,7589,"['pandas', 'numpy', 'json', 'os.path', 're']"
COVID19-Alpha to Omega,83,1913,"['numpy', 'pandas', 'os', 'jsonschema', 'json', 're', 'nltk.tokenize.RegexpTokenizer', 'nltk.tokenize.TreebankWordTokenizer', 'nltk.util.ngrams', 'nltk', 'sklearn.feature_extraction.text.ENGLISH_STOP_WORDSassklearn_stop_words', 'nltk.stem.porter.PorterStemmer', 'nltk.stem.WordNetLemmatizer', 'collections.Counter', 'collections.OrderedDict', 'copy']"
revs1_covid19_notebook,31,326,"['numpy', 'pandas', 'os', 'matplotlib.pyplot', 'scattertext', 'scattertext.CorpusFromPandas', 'scattertext.produce_scattertext_explorer', 'spacy', 'IPython.display.IFrame', 'textblob.TextBlob', 'textblob.Word', 'textblob.Blobber', 'textblob.classifiers.NaiveBayesClassifier', 'textblob.taggers.NLTKTagger']"
First Exploration of the Weather articles,45,2,"['numpy', 'pandas']"
Simple Search by Keywords Using TF-IDF,193,1487,"['pickle', 'nltk', 'os', 'json', 're', 'pandas', 'numpy', 'sklearn.feature_extraction.text.TfidfVectorizer', 'sklearn.preprocessing.StandardScaler', 'collections.Counter']"
Covid-19 research,38,143,"['numpy', 'pandas', 'os', 'scipy.stats', 'seaborn', 'statsmodels.api', 'calendar', 'datetime']"
COV Literature Word Cloud,73,2,"['numpy', 'pandas', 're', 'nltk', 'nltk.corpus.stopwords', 'nltk.corpus.comparative_sentences', 'collections.Counter', 'os', 'json', 'wordcloud.WordCloud', 'matplotlib.pyplot']"
develop-lsi-search,51,1819,"['numpy', 'pandas', 'matplotlib.pyplot', 'glob', 'json', 're', 'nltk.corpus.stopwords', 'nltk.stem.snowball.SnowballStemmer', 'nltk.stem.wordnet.WordNetLemmatizer', 'nltk.stem.lancaster.LancasterStemmer', 'gensim', 'swifter']"
Generating Topics using LDA,75,815,"['numpy', 'pandas', 'os', 'json', 'glob', 'sys', 're', 'nltk', 'nltk.corpus.stopwords', 'nltk.stem.PorterStemmer', 'nltk.stem.WordNetLemmatizer', 'collections.Counter', 'matplotlib.pyplot', 'string', 'nltk.tokenize.sent_tokenize', 'nltk.tokenize.word_tokenize', 'sklearn.feature_extraction.text.CountVectorizer', 'sklearn.decomposition.LatentDirichletAllocationasLDA', 'wordcloud.WordCloud', 'wordcloud.STOPWORDS']"
Predict NER and SRL on abstracts,63,359,"['os', 'json', 'spacy.tokens.DocBin', 'numpy', 'pandas', 'tqdm.notebook.tqdm', 'pprint.pprint', 'spacy', 'scispacy.abbreviation.AbbreviationDetector', 'scispacy.umls_linking.UmlsEntityLinker', 'allennlp.predictors.predictor.Predictor', 'spacy.tokens.Doc']"
CORD-19 Solution,36,2,"['numpy', 'pandas', 'tqdm.tqdm', 'nltk.tokenize.sent_tokenize', 'nltk.tokenize.word_tokenize', 'nltk.stem.porter.PorterStemmer', 'string', 'sklearn.cluster.KMeans', 'sklearn.cluster.MiniBatchKMeans', 'gensim.corpora', 'gensim.models', 'gensim.similarities', 'itertools.chain', 'nltk.corpus.stopwords', 'operator.itemgetter', 're', 'os', 'json', 'collections.OrderedDict']"
COVID-EDA,46,2,[]
Papers on Medical Care,136,976,"['os', 'pandas', 'json', 'IPython.core.display.display', 'IPython.core.display.HTML', 'spacy']"
Papers on Information Sharing and Collaboration,93,1001,"['os', 'pandas', 'json', 'IPython.core.display.display', 'IPython.core.display.HTML', 'spacy']"
Papers on Ethical and Social Considerations,141,997,"['os', 'pandas', 'json', 'IPython.core.display.display', 'IPython.core.display.HTML', 'spacy']"
Covid-19 @Zhijie,24,2,"['numpy', 'pandas', 'json', 'tqdm.tqdm', 're', 'matplotlib.pyplot', 'matplotlib.style', 'os']"
Papers on vaccines and therapeutics,174,989,"['os', 'pandas', 'json', 'IPython.core.display.display', 'IPython.core.display.HTML', 'spacy']"
Get_file_details,28,28,"['numpy', 'pandas', 'os', 'json', 'pprint.pprint', 'copy.deepcopy', 'tqdm.notebook.tqdm', 'concurrent.futures.ThreadPoolExecutor', 'time']"
CORD-19 EDA on Literature(Kaggle's Dataset) ,27,299,"['pandas', 'numpy', 'matplotlib.pyplot', 'seaborn', 'IPython.display.Image', 'wordcloud.WordCloud', 'wordcloud.STOPWORDS', 'nltk.corpus.stopwords', 'os', 'json', 'collections.Counter']"
Covid-19 Paper Analysis Part I,15,196,"['numpy', 'pandas', 'os', 'matplotlib.pyplot', 'glob', 'json', 'plotly.express', 'wordcloud.WordCloud', 'wordcloud.STOPWORDS', 'collections.Counter', 'nltk.corpus.stopwords', 'sklearn.feature_extraction.text.CountVectorizer', 'time', 'warnings']"
CORD-19 Clustering documents using Abstract ,53,442,"['numpy', 'pandas', 'os', 'nltk', 'gensim.models.Word2Vec', 'sklearn.cluster.KMeans', 'matplotlib.pyplot', 'umap']"
COVID - Task 1 - Analysis - Submission,353,2410,"['numpy', 'pandas', 'spacy', 'json', 'os', 'gensim', 'gensim.summarization.summarize', 'gensim.summarization.summarize_corpus']"
Transmission Filtering v1,39,622,"['numpy', 'pandas', 'matplotlib.pyplot', 'nltk', 're', 'nltk.corpus.stopwords', 'itertools.chain', 'nltk.word_tokenize', 'scipy.stats']"
EDA: Cleaning the CORD-19 Dataset,77,521,"['pathlib', 'numpy', 'pandas', 're', 'matplotlib.pyplot', 'seaborn', 'uuid', 'json']"
Covid19,28,2,"['pandas', 'numpy', 'matplotlib.pyplot', 'seaborn']"
covid-19-analysis,29,2,"['numpy', 'pandas', 'os']"
Kaggle COVID Roppsters,20,2,"['numpy', 'pandas', 'os']"
Question Generation + tune bert + telegrambot,67,2,[]
Análise Exploratória - Coronavirus,47,2,"['sklearn.feature_extraction.text.CountVectorizer', 'sklearn.metrics.pairwise.cosine_similarity', 'sklearn.cluster.DBSCAN', 'nltk.stem.WordNetLemmatizer', 'nltk.stem.PorterStemmer', 'nltk.tokenize.word_tokenize', 'nltk.corpus.stopwords', 'collections.Counter', 'tqdm.tqdm', 'matplotlib.pyplot', 'seaborn', 'pandas', 'numpy', 'pyLDAvis.gensim', 'pyLDAvis', 'gensim', 'spacy', 'os']"
Cord-19ResearchC-Analysis,46,36,"['numpy', 'pandas', 'os']"
Semantic Search of Covid Content,39,361,"['numpy', 'pandas', 'os']"
 Top 10 antiretroviral C19,63,64,"['numpy', 'pandas', 'os', 'json', 'os.path', 're', 'distance', 'matplotlib.pyplot', 'itertools.combinations']"
Leitura de dados e clustering -medxiv,79,1269,[]
Could citations be used to link papers?,93,3136,[]
COVID-19 Data Visualisation,142,551,"['numpy', 'pandas', 'requests', 'io', 'plotly.express', 'qgrid']"
Text Mining COVID-19 Risk Factors,35,1480,"['numpy', 'pandas', 'os', 're', 'matplotlib.pyplot', 'plotly.express', 'wordcloud.WordCloud', 'wordcloud.STOPWORDS', 'collections.Counter', 'nltk.corpus.stopwords', 'sklearn.feature_extraction.text.CountVectorizer', 'warnings', 'tika.parser', 'pytextrank', 'spacy', 'pke', 'rake_nltk.Rake']"
CORD-19-Topic Modelling,46,2,"['numpy', 'pandas', 'os', 'json', 'glob', 'sys']"
03 Create A Collaboration Network Of Scientists,37,863,"['pandas', 'networkx', 'collections.Counter', 'itertools.permutations']"
CORONA Data Analysis,14,2,"['numpy', 'pandas', 'os']"
Initial start,31,46,"['numpy', 'pandas', 'os', 'json']"
Critical Epidemic Term Visualization w/ WordCloud,36,142,"['os', 'json', 'pandas.io.json.json_normalize', 'pandas', 'matplotlib.pyplot', 'wordcloud.WordCloud', 'nltk', 'nltk.corpus.stopwords', 'nltk.tokenize.word_tokenize']"
CORD-19 EDA + Question & Topic Modeling,182,894,"['numpy', 'pandas', 'matplotlib.pyplot', 'plotly.express', 'wordcloud.WordCloud', 'wordcloud.STOPWORDS', 'collections.Counter', 'nltk.corpus.stopwords', 'sklearn.feature_extraction.text.CountVectorizer', 'warnings', 'time', 'glob', 'json', 'nltk.tokenize.RegexpTokenizer', 'nltk.stem.wordnet.WordNetLemmatizer', 'gensim.corpora.Dictionary', 'gensim.models.LdaModel', 'gensim.models.LdaMulticore']"
To Put a LAMP on COVID-19,38,2959,['covid_19_utility_script.*']
COVID-19 Ibuprofen Liver ,34,1095,['covid_19_utility_script.*']
COVID-19 Zoonosis Spillover,111,968,['covid_19_utility_script.*']
kernel68a4af7533,27,76,"['pandas', 'numpy', 'os', 'json', 'pprint.pprint', 'matplotlib.pyplot', 'warnings', 'os.walk']"
Temperature Effects and Findings,56,365,"['seaborn', 'numpy', 'pandas', 'os.path', 'wordcloud.WordCloud', 'wordcloud.STOPWORDS', 'wordcloud.ImageColorGenerator', 'pprint', 'spacy', 'matplotlib.pyplot', 'scipy.stats']"
A few peek ,24,2,[]
COVID19Frame,84,2,[]
kernela990a37deb,23,377,"['numpy', 'pandas', 'os', 'json', 'glob']"
Topic Modeling with LDA and NMF,39,191,"['pandas', 'io', 're', 'numpy', 'pprint.pprint', 'gensim', 'gensim.corpora', 'gensim.utils.simple_preprocess', 'gensim.models.CoherenceModel', 'spacy', 'nltk', 'nltk.corpus.stopwords', 'pyLDAvis', ""pyLDAvis.gensim#don'tskipthis"", 'matplotlib.pyplot', 'logging', 'warnings', 'scipy', 'sklearn;', 'sys;', 'nltk.corpus.stopwords;', 'nltk;', 'gensim.models.ldamodel', 'gensim.corpora;', 'sklearn.feature_extraction.text.CountVectorizer', 'sklearn.feature_extraction.text.TfidfTransformer;', 'sklearn.decomposition.NMF;', 'sklearn.preprocessing.normalize;', 'pickle;']"
Papers on Non-pharmaceutical Interventions,133,996,"['os', 'pandas', 'json', 'IPython.core.display.display', 'IPython.core.display.HTML', 'spacy']"
Papers on Diagnostics and Surveillance,120,992,"['os', 'pandas', 'json', 'IPython.core.display.display', 'IPython.core.display.HTML', 'spacy']"
kernel154a79be15,19,507,"['numpy', 'pandas', 'os', 'matplotlib.pyplotasplt', 'seaborn']"
Corona_19_Clustering_and_TopicWise_Search,206,92257,"['numpy', 'pandas', 'os', 'json', 'string.punctuation', 'nltk.corpus.stopwords', 'nltk.stem.SnowballStemmer', 'nltk.tokenize.word_tokenize', 'sklearn.feature_extraction.text.CountVectorizer', 'matplotlib.pyplot', 'seaborn', 'sklearn.feature_extraction.text.TfidfTransformer', 'sklearn.cluster.KMeans']"
Abstract Similarity for COVID-19,466,2,"['pandas', 'scispacy', 'spacy', 'numpy', 'tqdm.tqdm', 'sklearn.metrics.pairwise.cosine_similarity']"
kernel2400a64d5a,19,2,"['numpy', 'pandas', 'os', 'json', 'pprint.pprint', 'copy.deepcopy', 'tqdm.notebook.tqdm']"
CORD19 - Input Data Exploration,72,281,['numpy']
Citation embeddings with visualization,45,293,"['pyspark.sql.SparkSession', 'pyspark.sql.functionsasF', 'pyspark.sql.typesasT', 'pyspark.ml.linalg.Vectors', 'pyspark.ml.linalg.VectorUDT', 'pandas', 'matplotlib.pyplot', 'networkx', 'numpy', 'scipy.sparse', 'umap', 'umap.plot', 'seaborn']"
Outbreak Data Analysis,20,1056,"['numpy', 'pandas', 'matplotlib.pyplot', 'seaborn', 'plotly.express', 'folium', 'plotly.offline', 'plotly.offline.iplot', 'plotly.offline.init_notebook_mode', 'plotly.graph_objs', 'datetime.date', 'plotly.subplots.make_subplots']"
kernel7457cf1f41,13,2,"['numpy', 'pandas', 'os']"
Coronavirus (CoVid19) - Exploratory Analysis,42,3591,"['pandas', 'numpy', 'matplotlib.pyplot', 'matplotlib.ticker', 'pycountry_convert', 'folium', 'datetime.datetime', 'datetime.timedelta', 'datetime.date', 'scipy.interpolate.make_interp_spline', 'scipy.interpolate.BSpline', 'plotly.express', 'json', 'requests', 'keras.layers.Input', 'keras.layers.Dense', 'keras.layers.Activation', 'keras.layers.LeakyReLU', 'keras.models', 'keras.optimizers.RMSprop', 'keras.optimizers.Adam']"
CORD-19: interactive search tool,14,15620,"['numpy', 'pandas', 'os', 're', 'unidecode.unidecode', 'pickle', 'gensim', 'IPython.display.display', 'IPython.display.HTML', 'faiss.read_index', 'ipywidgets.widgets', 'ipywidgets.interact', 'ipywidgets.Layout', 'ipywidgets.Dropdown', 'ipywidgets.Label', 'ipywidgets.HBox', 'ipywidgets.VBox', 'ipywidgets.interactive_output', 'ipywidgets.HTMLaswidgetHTML', 'seaborn']"
Topic Modeling BERT+LDA ,33,743,"['numpy', 'pandas', 'os', 'json', 'tqdm.tqdm', 'nltk.corpus.wordnet', 're', 'matplotlib.pyplot', 'nltk.corpus.stopwords', 'collections.Counter', 'sklearn.metrics.silhouette_score', 'umap', 'wordcloud.WordCloud', 'gensim.models.coherencemodel.CoherenceModel', 'stop_words.get_stop_words', 'nltk.stem.porter.PorterStemmer', 'nltk', 'nltk.tokenize.word_tokenize', 'language_detector.detect_language', 'pkg_resources', 'symspellpy.SymSpell', 'symspellpy.Verbosity', 'keras', 'keras.layers.Input', 'keras.layers.Dense', 'keras.models.Model', 'sklearn.model_selection.train_test_split', 'warnings', 'sklearn.feature_extraction.text.TfidfVectorizer', 'sklearn.cluster.KMeans', 'gensim.corpora', 'gensim', 'datetime.datetime', 'pickle', 'argparse']"
[CORD-19] Embeddings 📙 from abstracts (Notebook),24,200,"['os', 'spacy', 'spacy.pipeline.merge_entities', 're', 'numpy', 'pandas', 'string', 'unidecode', 'nltk', 'nltk.corpus.wordnet', 'nltk.corpus.stopwords', 'nltk.WordNetLemmatizer', 'nltk.tokenize.word_tokenize', 'gensim.models.Word2Vec', 'tqdm.tqdm', 'pathlib.Path', 'gensim.models.FastText', 'glove.Corpus', 'glove.Glove', 'vec2graph.visualize', 'IPython.display.HTML']"
COVID19 exploration and paper recommendation,17,226,"['numpy', 'pandas', 'os', 'sklearn.feature_extraction.text.CountVectorizer', 'sklearn.feature_extraction.text.TfidfVectorizer', 'sklearn.decomposition.LatentDirichletAllocation', 'pyLDAvis.sklearn', 'json', 'wordcloud.WordCloud', 'wordcloud.STOPWORDS', 'wordcloud.ImageColorGenerator', 'PIL.Image', 're', 'matplotlib.pyplot', 'matplotlib.style', 'copy', 'seaborn']"
wordcloud,30,2,"['wordcloud.WordCloud', 'wordcloud.STOPWORDS', 'matplotlib.pyplot', 'pandas']"
kernel6aeadef153,19,2,"['numpy', 'pandas', 'os', 'json', 'matplotlib.pyplot', 'tqdm.tqdm', 're']"
kernel666a075559,7,2,"['pandas', 'numpy', 'nltk', 'sklearn', 'matplotlib.pyplot', 'seaborn', 'nltk.corpus.stopwords', 'nltk.stem.WordNetLemmatizer', 'wordcloud.WordCloud', 'sklearn.feature_extraction.text.TfidfVectorizer']"
risk factors word cloud,18,2,"['os', 're', 'json', 'tqdm.tqdm', 'pandas', 'collections.Counter', 'stop_words.get_stop_words', 'wordcloud.WordCloud', 'matplotlib.pyplot']"
kernel162450d46d,37,11145,"['pandas', 'numpy', 'matplotlib.pyplot']"
COVID-19: Clustering  ,61,269,"['os', 'json', 'glob.glob', 'pprint.pprint', 'copy.deepcopy', 'sklearn.cluster.MiniBatchKMeans', 'sklearn.feature_extraction.text.TfidfVectorizer', 'sklearn.decomposition.PCA', 'sklearn.manifold.TSNE', 'numpy', 'pandas', 'matplotlib.pyplot', 'matplotlib.cm', 'tqdm.notebook.tqdm']"
[CORD-19] Parse Data to Flat Format ,15,224,"['logging', 'gc', 'glob', 'multiprocessing', 'os', 'typing.Tuple', 'numpy', 'pandas', 'tqdm.notebook.tqdm']"
kernel6f28923430,17,236,"['os', 'json', 're', 'nltk', 'nltk.tokenize.sent_tokenize', 'tqdm.auto.tqdm', 'pandas', 'sklearn.feature_extraction.text.TfidfTransformer', 'sklearn.feature_extraction.text.CountVectorizer', 'seaborn', 'matplotlib.pyplot']"
Papers on Transmission and Incubation,156,991,"['os', 'pandas', 'json', 'IPython.core.display.display', 'IPython.core.display.HTML', 'spacy']"
Papers on Risk Factors,169,976,"['os', 'pandas', 'json', 'IPython.core.display.display', 'IPython.core.display.HTML', 'spacy']"
kernel35d406586c,15,2,"['numpy', 'pandas', 'os', 'matplotlib.pyplot', 'seaborn', 'sklearn.model_selection.train_test_split', 'sklearn.linear_model.LinearRegression', 'sklearn.metrics']"
COVID-19 Graph Clustering,41,6364,"['numpy', 'pandas', 'glob', 'json', 'matplotlib.pyplot', 're', 'sklearn.feature_extraction.text.HashingVectorizer', 'sklearn.model_selection.train_test_split', 'sklearn.manifold.TSNE', 'sklearn.cluster.KMeans', 'sklearn.model_selection.cross_val_score', 'sklearn.ensemble.RandomForestClassifier', 'sklearn.model_selection.cross_val_predict', 'sklearn.metrics.precision_score', 'sklearn.metrics.recall_score', 'sklearn.feature_extraction.text.TfidfVectorizer', 'sklearn.cluster.MiniBatchKMeans', 'matplotlib.pyplotasplt', 'seaborn', 'sklearn.decomposition.PCA', 'mpl_toolkits.mplot3d.Axes3D', 'random', 'bokeh.models.ColumnDataSource', 'bokeh.models.HoverTool', 'bokeh.models.LinearColorMapper', 'bokeh.palettes.Category20', 'bokeh.transform.linear_cmap', 'bokeh.io.output_file', 'bokeh.io.show', 'bokeh.transform.transform', 'bokeh.io.output_notebook', 'bokeh.plotting.figure']"
COVID-19 Drug and chemical mentions,23,2,"['numpy', 'pandas', 'os']"
BM25 Index Search,30,2,"['numpy', 'pandas', 'pathlib.Path', 'pathlib.PurePath', 'requests', 'requests.exceptions.HTTPError', 'requests.exceptions.ConnectionError', 'ipywidgets.interact', 'ipywidgets', 'nltk', 'nltk.corpus.stopwords', 'rank_bm25.BM25Okapi', 'html.parser.HTMLParser', 'urllib.request', 'html2text', 'bs4', 're']"
CORD-19 Solution Toolbox,76,1125,"['wordcloud.WordCloud', 'wordcloud.STOPWORDS', 'matplotlib.pyplot', 'tqdm.tqdm_notebook', 'seaborn']"
TFIDF sklearn model,63,34,"['numpy', 'pandas', 'os', 'json', 're', 'string', 'gensim', 'datetime', 'collections.Counter', 'sklearn.feature_extraction.text.TfidfVectorizer', 'nltk', 'nltk.stem.PorterStemmer', 'nltk.corpus.stopwords', 'nltk.tokenize.word_tokenize', 'nltk.stem.WordNetLemmatizer', 'joblib.dump', 'joblib.load']"
I - COVID19-NLP-Data-Parsing_Animals,32,1194,"['numpy', 'pandas', 'json', 'sys', 'os', 'termcolor.colored', 'networkx', 'matplotlib.pyplot']"
Covid19_JAM,27,2,"['numpy', 'pandas', 'os']"
CORD-19-research-challenge,,599,['']
Knowledge Discovery from Full-Text Research Papers,97,16426,"['IPython.core.display.display', 'IPython.core.display.HTML']"
CORD-19_karen,18,42,"['numpy', 'pandas', 'os', 'json', 'tqdm.notebook.tqdm', 'pprint.pprint', 'copy.deepcopy']"
CORD-19 Named Entities - Searching Therapeutics,39,2,"['numpy', 'pandas', 'collections.Counter', 'rank_bm25.BM25Okapi']"
Clean Metadata file,17,41,"['numpy', 'pandas', 'os']"
COVID-19  NLP Research on R0,23,29,[]
chloroquine COVID-19,24,95,"['numpy', 'pandas', 'search_func_py.*']"
Incubation Question (query) design,16,1734,"['numpy', 'pandas', 'search_func_py.*']"
Virus Variations,15,88,"['numpy', 'pandas', 'search_func_py.*']"
surface persistence,21,51,"['numpy', 'pandas', 'search_func_py.*']"
COVID-19 Pandemic in Pakistan and Other ,20,3706,"['numpy', 'pandas', 'os', 'IPython.display.Image', 'matplotlib.pyplot', 'seaborn', 'plotly.express', 'plotly.graph_objects', 'folium', 'folium.plugins', 'warnings', 'plotly', 'plotly.subplots.make_subplots', 'fbprophet.Prophet']"
Covid-19,7,27,['pandas']
covid_add_sjr_if_to_metadata,14,2,"['pandas', 'json', 'Bio.Entrez', 'Bio.Medline', 'collections.Counter']"
COVID-19 (Task 10) ,35,2296,"['pandas', 'glob', 'ast', 'nltk.stem.WordNetLemmatizer', 'nltk.corpus.wordnet', 'dateutil.parser']"
Task 02: CORD-19 Challenge (COVID-19),63,1354,"['pandas', 'glob', 'ast', 'nltk.stem.WordNetLemmatizer', 'nltk.corpus.wordnet', 'dateutil.parser']"
COVID-19 Unsupervised Literature Understanding,60,494,"['numpy', 'pandas', 'functools', 'IPython.core.display.display', 'IPython.core.display.HTML']"
COVID-19 Dataset : Insights,20,9279,"['os', 'gc', 're', 'folium', 'scipy.stats', 'warnings', 'math', 'numpy', 'scipy', 'pandas', 'pycountry', 'sklearn.metrics', 'sklearn.utils.shuffle', 'gensim.models.Word2Vec', 'sklearn.cluster.KMeans', 'sklearn.decomposition.PCA', 'nltk', 'textblob.TextBlob', 'wordcloud.WordCloud', 'nltk.corpus.wordnet', 'nltk.corpus.stopwords', 'nltk.WordNetLemmatizer', 'nltk.stem.WordNetLemmatizer', 'nltk.sentiment.vader.SentimentIntensityAnalyzer', 'random', 'networkx', 'pandas.Timestamp', 'requests', 'IPython.display.HTML', 'seaborn', 'tqdm.tqdm', 'matplotlib.cm', 'matplotlib.pyplot', 'plotly.express', 'plotly.graph_objects', 'plotly.figure_factory', 'plotly.subplots.make_subplots']"
Similarity between docs (20/3 update),66,2505,"['pandas', 'os', 'numpy', 'scispacy', 'json', 'spacy', 'tqdm.notebook.tqdm', 'scipy.spatial.distance', 'ipywidgets']"
Query2Vec: Creating Query-Context Embeddings,33,2111,"['pandas', 'numpy', 'nltk', 'itertools', 'random', 'hashlib', 'keras.preprocessing.text.hashing_trick', 'keras.utils.to_categorical', 'multiprocessing', 'nltk.tokenize.ToktokTokenizer', 'os', 'json', 'tqdm.tqdm', 'copy.deepcopy', 'tensorflow', 'tensorflow.keras.models.Model', 'tensorflow.keras.layers.Embedding', 'tensorflow.keras.layers.Dense', 'tensorflow.keras.layers.Input', 'tensorflow.keras.layers.Lambda', 'tensorflow.keras.layers.BatchNormalization', 'tensorflow.keras.layers.Activation', 'tensorflow.keras.layers.Dot', 'tensorflow.keras.activations.tanh', 'tensorflow.keras.activations.sigmoid', 'tensorflow.keras.optimizers.Adam', 'tensorflow.keras.callbacks.ModelCheckpoint', 'tensorflow.keras.callbacks.EarlyStopping', 'tensorflow.keras.backend', 'sklearn.model_selection.train_test_split']"
CORD-19 Competition - Final Submission,35,2,"['numpy', 'pandas', 'os']"
kernel41a29f6692,14,6,[]
COVID-19 Literature Clustering,22,6985,"['numpy', 'pandas', 'glob', 'json', 'matplotlib.pyplot', 'ast.literal_eval', 're', 'sklearn.feature_extraction.text.HashingVectorizer', 'sklearn.model_selection.train_test_split', 'sklearn.manifold.TSNE', 'matplotlib.pyplotasplt', 'seaborn', 'sklearn.cluster.KMeans', 'sklearn.model_selection.cross_val_score', 'sklearn.ensemble.RandomForestClassifier', 'sklearn.model_selection.cross_val_predict', 'sklearn.metrics.precision_score', 'sklearn.metrics.recall_score', 'sklearn.feature_extraction.text.TfidfVectorizer', 'sklearn.cluster.MiniBatchKMeans', 'sklearn.decomposition.PCA', 'mpl_toolkits.mplot3d.Axes3D', 'random', 'bokeh.models.ColumnDataSource', 'bokeh.models.HoverTool', 'bokeh.models.LinearColorMapper', 'bokeh.palettes.Category20', 'bokeh.transform.linear_cmap', 'bokeh.io.output_file', 'bokeh.io.show', 'bokeh.transform.transform', 'bokeh.io.output_notebook', 'bokeh.plotting.figure']"
COVID-19 Challenge Notebook,31,16864,"['IPython.display.Image', 'numpy', 'pandas', 'pathlib.Path', 'pathlib.PurePath', 'requests', 'requests.exceptions.HTTPError', 'requests.exceptions.ConnectionError', 'ipywidgets.interact', 'ipywidgets', 'nltk', 'nltk.corpus.stopwords', 'rank_bm25.BM25Okapi', 'IPython.display.display']"
SciBERT+sentence similarity,24,112,"['numpy', 'pandas', 'os', 'torch', 'transformers.BertTokenizer', 'transformers.BertModel']"
CORD-19 Search articles with Doc2Vec,25,1130,"['os', 'json', 'pprint.pprint', 'copy.deepcopy', 'numpy', 'pandas', 'tqdm.notebook.tqdm', 'gensim', 'scipy.spatial.cKDTree']"
Creating a Good Analytics Report,3,3730,[]
CORVID interactive,31,6,[]
cord-19-LDA,43,158,"['numpy', 'pandas', 'os', 'json', 'glob', 'sys', 'sklearn.decomposition.LatentDirichletAllocation', 'sklearn.feature_extraction.text.TfidfVectorizer', 'sklearn.feature_extraction.text.CountVectorizer']"
